SRA run accession number	tissue	MR1:NM_001195000 normalized count	MR1:NM_001531 normalized count	NM_001531:NM_001195000 ratio
SRR1338836	Adipose Tissue	9.70266	3.6385	0.1875
SRR1100588	Muscle	4.10692	1.36897	0.166666
SRR1072749	Blood Vessel	49.8585	19.9434	0.2
SRR1395699	Lung	26.3611	10.4057	0.197368
SRR658129	Brain	4.08063	1.36021	0.166667
SRR1329312	Esophagus	17.2406	6.70467	0.194444
SRR612359	Blood Vessel	29.5704	11.7166	0.198114
SRR661639	Muscle	4.06369	1.35456	0.166666
SRR1401235	Blood Vessel	23.8017	9.37642	0.19697
SRR1489246	Adipose Tissue	21.7689	8.55207	0.196429
SRR665538	Adipose Tissue	7.77038	2.86277	0.18421
SRR1400889	Heart	4.04296	1.34765	0.166666
SRR1488449	Adipose Tissue	13.4201	5.16156	0.192307
SRR1310797	Lung	24.64	9.7263	0.197368
SRR817329	Adipose Tissue	15.0181	5.81347	0.193549
SRR1087271	Colon	16.374	6.36766	0.194444
SRR1454073	Esophagus	20.9472	8.22927	0.196429
SRR1436804	Blood Vessel	28.0782	11.1344	0.198275
SRR1333352	Brain	4.01642	1.33881	0.166667
SRR1500846	Blood Vessel	26.1064	10.3338	0.197917
SRR1332904	Pituitary	13.0925	5.03559	0.192308
SRR1410765	Breast	9.18154	3.44308	0.1875
SRR660812	Brain	4.00711	1.3357	0.166666
SRR1318484	Heart	9.16959	3.4386	0.1875
SRR817825	Heart	7.60397	2.80146	0.18421
SRR1440467	Liver	15.991	6.21874	0.194445
SRR1092662	Esophagus	18.3412	7.17698	0.195652
SRR1454136	Heart	9.11979	3.41992	0.1875
SRR813848	Thyroid	20.2326	7.94852	0.196429
SRR1096007	Nerve	15.9022	6.18417	0.194444
SRR1454350	Esophagus	14.4602	5.59751	0.193549
SRR1361522	Adipose Tissue	21.3055	8.39306	0.196969
SRR1404483	Nerve	8.99631	3.37362	0.1875
SRR1347042	Blood Vessel	21.074	8.30188	0.19697
SRR1338103	Liver	3.96168	1.32056	0.166667
SRR1376983	Skin	36.3062	14.5225	0.2
SRR1380636	Nerve	17.4994	6.84761	0.195653
SRR1340743	Skin	21.9351	8.65861	0.197369
SRR1069758	Esophagus	15.2726	5.93934	0.194444
SRR1337098	Brain	3.9485	1.31617	0.166667
SRR1308269	Colon	17.4309	6.82079	0.195652
SRR1419561	Salivary Gland	8.88899	3.33337	0.1875
SRR1349433	Heart	6.61812	2.40659	0.181818
SRR1327855	Blood Vessel	35.443	14.1772	0.2
SRR1388007	Brain	10.7569	4.09786	0.190476
SRR1309833	Esophagus	6.5901	2.3964	0.181818
SRR1457267	Skin	18.8513	7.40587	0.196429
SRR1464327	Brain	3.93117	1.31039	0.166667
SRR660295	Blood	62.5338	25.254	0.201923
SRR1098405	Blood Vessel	15.0196	5.84094	0.194444
SRR1396742	Colon	6.55488	2.38359	0.181818
SRR1458113	Adipose Tissue	33.7146	13.4859	0.200001
SRR1078020	Skin	19.9085	7.84273	0.196969
SRR1343433	Thyroid	16.8884	6.60852	0.195653
SRR1489416	Lung	33.5217	13.4087	0.2
SRR1415591	Esophagus	10.5322	4.01228	0.190477
SRR603834	Thyroid	12.104	4.65537	0.192307
SRR815893	Heart	12.0853	4.64821	0.192308
SRR1332993	Blood Vessel	32.4991	12.9996	0.199999
SRR1488986	Skin	14.6119	5.68239	0.194444
SRR1344185	Vagina	14.5947	5.6757	0.194444
SRR1088581	Muscle	1.85569	0.463923	0.125
SRR1339007	Pituitary	11.9659	4.60227	0.192308
SRR2167710	Adipose Tissue	20.8249	8.22921	0.197581
SRR1468050	Blood	105.911	43.0628	0.203297
SRR1375907	Brain	0.721139	0	0
SRR1415637	Adipose Tissue	18.866	7.43205	0.196969
SRR1383059	Brain	6.42049	2.33472	0.181818
SRR1321165	Blood Vessel	43.0936	17.3571	0.201388
SRR1451921	Adrenal Gland	44.3714	17.881	0.201492
SRR1455969	Vagina	14.2058	5.52449	0.194445
SRR1403072	Blood Vessel	30.4216	12.1687	0.200001
SRR1349056	Brain	1.84731	0.461829	0.125
SRR1443677	Lung	18.5806	7.31962	0.196969
SRR813983	Muscle	3.85707	1.28569	0.166667
SRR1082283	Blood Vessel	29.8383	11.9353	0.2
SRR1097245	Salivary Gland	18.317	7.2158	0.19697
SRR1324062	Spleen	29.3265	11.7306	0.2
SRR1467904	Heart	6.34333	2.30666	0.181818
SRR1409875	Thyroid	18.1701	7.15791	0.196969
SRR1330609	Stomach	6.32958	2.30166	0.181818
SRR1430951	Heart	3.83076	1.27692	0.166667
SRR1319038	Colon	8.34915	3.13093	0.1875
SRR818797	Adipose Tissue	18.7953	7.41918	0.197368
SRR1075247	Skin	11.4087	4.38797	0.192308
SRR1444460	Brain	3.819	1.273	0.166667
SRR612755	Lung	28.0094	11.2037	0.199999
SRR1318390	Vagina	11.3737	4.3745	0.192308
SRR809785	Blood Vessel	44.7097	18.0645	0.20202
SRR1082733	Adrenal Gland	27.4491	10.9796	0.199999
SRR1079998	Blood Vessel	27.2784	10.9114	0.200001
SRR1324141	Pituitary	15.091	5.90518	0.195652
SRR1084790	Skin	17.4143	6.86019	0.19697
SRR1093954	Adrenal Gland	41.0379	16.573	0.201923
SRR1393026	Breast	26.7116	10.6846	0.199999
SRR1435626	Muscle	3.78891	1.26297	0.166667
SRR1089446	Liver	13.2672	5.15945	0.194444
SRR1468876	Bone Marrow	26.5542	10.6217	0.2
SRR1442273	Heart	6.19251	2.25182	0.181818
SRR1485931	Adipose Tissue	8.13416	3.05031	0.1875
SRR654766	Muscle	3.77503	1.25834	0.166666
SRR1361093	Adipose Tissue	13.1063	5.09688	0.194444
SRR1336529	Pituitary	10.9931	4.22813	0.192308
SRR1078924	Bone Marrow	35.8601	14.4597	0.201613
SRR1120296	Bladder	56.6973	23.0333	0.203125
SRR1431157	Skin	43.8379	17.7439	0.202381
SRR1082328	Brain	10.9515	4.21211	0.192307
SRR1410310	Skin	33.743	13.5909	0.201388
SRR1487233	Heart	14.5662	5.69983	0.195653
SRR1365401	Skin	43.5672	17.6343	0.20238
SRR1472415	Breast	25.5213	10.2085	0.2
SRR1347870	Esophagus	12.9735	5.04526	0.194445
SRR1464451	Brain	3.76075	1.25358	0.166666
SRR1077968	Pituitary	10.8962	4.19083	0.192307
SRR1502143	Skin	12.9145	5.02232	0.194445
SRR1409351	Brain	3.75349	1.25116	0.166666
SRR1409239	Nerve	12.8906	5.01303	0.194445
SRR1394894	Thyroid	25.1237	10.0495	0.2
SRR1313891	Esophagus	25.1043	10.0417	0.2
SRR1073923	Blood Vessel	37.371	15.0921	0.201923
SRR1349829	Brain	3.75249	1.25083	0.166667
SRR1362664	Colon	12.8038	4.97926	0.194445
SRR1472281	Heart	14.3071	5.59842	0.195652
SRR1361391	Small Intestine	24.7864	9.91456	0.2
SRR1410573	Skin	10.7657	4.14066	0.192308
SRR1094405	Skin	33.7789	13.6205	0.201613
SRR1488214	Muscle	3.74046	1.24682	0.166667
SRR1418923	Brain	3.74001	1.24667	0.166667
SRR1409397	Breast	10.7533	4.13589	0.192308
SRR1349013	Brain	2.32799	0.665139	0.142857
SRR660957	Blood	79.9975	32.6657	0.204167
SRR612251	Blood Vessel	24.444	9.7776	0.2
SRR1333125	Skin	35.8092	14.4614	0.201923
SRR1387286	Colon	24.1928	9.67713	0.2
SRR660522	Skin	12.6111	4.90431	0.194444
SRR1335314	Esophagus	24.0704	9.62817	0.2
SRR2184980	Blood	16.3456	6.44392	0.197115
SRR608198	Adipose Tissue	31.0458	12.5046	0.20139
SRR1396123	Brain	1.81012	0.452529	0.125
SRR819210	Blood	42.4276	17.2004	0.202703
SRR1455946	Testis	3.71908	1.23969	0.166666
SRR1479573	Ovary	23.6105	9.44422	0.2
SRR1335113	Blood Vessel	23.5676	9.42704	0.2
SRR1359428	Ovary	10.5156	4.04448	0.192309
SRR1080509	Skin	38.7056	15.6782	0.202531
SRR1468469	Blood Vessel	23.0903	9.23611	0.2
SRR1446523	Esophagus	13.6799	5.35299	0.195652
SRR1420873	Adipose Tissue	22.7974	9.11895	0.2
SRR1399926	Skin	17.6216	6.98216	0.198114
SRR1452143	Skin	22.7365	9.09461	0.2
SRR1486889	Adipose Tissue	13.5812	5.31437	0.195652
SRR1073341	Thyroid	22.6405	9.05621	0.2
SRR1446354	Breast	12.1857	4.73888	0.194444
SRR1317410	Adipose Tissue	22.5252	9.01008	0.2
SRR808994	Pituitary	22.4973	8.99893	0.2
SRR1417154	Blood Vessel	22.4409	8.97636	0.2
SRR1082981	Esophagus	22.4091	8.96366	0.2
SRR1367896	Spleen	10.2983	3.9609	0.192308
SRR612743	Lung	33.0615	13.3653	0.202128
SRR1488939	Adipose Tissue	22.2838	8.91353	0.2
SRR1318372	Brain	3.67535	1.22512	0.166667
SRR1434803	Brain	0.710105	0	0
SRR1086094	Skin	78.4132	32.1121	0.204762
SRR1476078	Skin	47.4137	19.3012	0.20354
SRR1071131	Esophagus	10.2117	3.92757	0.192307
SRR808428	Breast	21.8778	8.75112	0.2
SRR1321204	Testis	21.8343	8.73372	0.2
SRR2170447	Blood Vessel	52.0684	21.2336	0.203901
SRR1435158	Esophagus	25.3021	10.1681	0.200934
SRR1399843	Blood Vessel	31.6163	12.7811	0.202128
SRR1362579	Colon	5.87297	2.13562	0.181818
SRR808019	Adipose Tissue	14.1271	5.54994	0.196429
SRR1478661	Skin	13.1255	5.13607	0.195652
SRR1366473	Stomach	13.1086	5.12947	0.195653
SRR607337	Brain	5.18285	1.85102	0.178572
SRR820810	Skin	21.1204	8.44816	0.2
SRR811005	Blood Vessel	21.1107	8.4443	0.2
SRR1099905	Stomach	21.0839	8.43357	0.2
SRR1405182	Testis	10.0029	3.84728	0.192308
SRR1445813	Esophagus	12.9605	5.0715	0.195652
SRR1430001	Bone Marrow	30.1721	12.1972	0.202127
SRR811403	Vagina	29.8646	12.0729	0.202127
SRR1447148	Skin	25.945	10.4501	0.201389
SRR1324331	Skin	20.7172	8.28687	0.2
SRR1366543	Blood	51.2475	20.9321	0.204226
SRR1357826	Breast	11.584	4.50487	0.194444
SRR1358296	Esophagus	11.5666	4.49812	0.194444
SRR1096291	Spleen	20.602	8.24081	0.2
SRR821302	Lung	20.5169	8.20676	0.2
SRR615261	Blood Vessel	29.169	11.7917	0.202127
SRR1375677	Heart	5.76658	2.09694	0.181818
SRR1418433	Pancreas	7.42195	2.78323	0.1875
SRR1471713	Skin	20.2043	8.08171	0.2
SRR1312645	Skin	20.1504	8.06018	0.2
SRR1471839	Esophagus	20.1279	8.05115	0.2
SRR614107	Thyroid	20.0942	8.03767	0.2
SRR1356164	Skin	9.76303	3.75501	0.192308
SRR1332467	Colon	12.5095	4.89501	0.195652
SRR1375418	Skin	43.7521	17.858	0.204082
SRR1468514	Brain	13.2981	5.22424	0.196428
SRR1488429	Lung	30.349	12.3036	0.202702
SRR1465018	Blood	11.1792	4.34747	0.194445
SRR819024	Blood	58.0488	23.8042	0.205036
SRR1323977	Pituitary	30.0203	12.1704	0.202703
SRR1351907	Small Intestine	19.2504	7.70017	0.2
SRR1472863	Prostate	19.2403	7.6961	0.199999
SRR1377647	Skin	47.776	19.5447	0.204545
SRR1402195	Heart	5.65997	2.05817	0.181818
SRR1331174	Skin	53.1823	21.796	0.204918
SRR1096125	Breast	18.9747	7.58989	0.2
SRR1081765	Bladder	40.2284	16.4198	0.204082
SRR809897	Ovary	12.9447	5.08543	0.196429
SRR1080222	Colon	9.47614	3.64467	0.192308
SRR1312743	Brain	3.55857	1.18619	0.166667
SRR1433431	Brain	5.63624	2.04954	0.181818
SRR816609	Pituitary	18.804	7.5216	0.2
SRR1324496	Muscle	0.702954	0	0
SRR1465871	Kidney	18.6532	7.46128	0.2
SRR1446806	Pancreas	3.54823	1.18274	0.166666
SRR1437324	Lung	26.7483	10.8267	0.202381
SRR1384776	Adipose Tissue	18.5022	7.40089	0.2
SRR813868	Breast	3.54076	1.18025	0.166666
SRR1479616	Adipose Tissue	10.8411	4.21597	0.194444
SRR1323130	Brain	1.76125	0.440313	0.125
SRR1339296	Nerve	18.4332	7.37329	0.2
SRR601335	Blood	32.125	13.0678	0.20339
SRR1431366	Brain	0.702136	0	0
SRR816653	Skin	23.4624	9.46728	0.201754
SRR1429468	Blood	11.842	4.63381	0.195651
SRR1087968	Skin	27.463	11.1336	0.202702
SRR1120847	Testis	9.27811	3.5685	0.192307
SRR1336415	Adipose Tissue	18.007	7.2028	0.2
SRR1475210	Blood Vessel	26.9249	10.9155	0.202703
SRR1088316	Skin	17.9487	7.1795	0.200001
SRR655399	Muscle	14.1551	5.60305	0.197916
SRR818939	Nerve	5.52088	2.00759	0.181818
SRR812649	Heart	8.18583	3.11841	0.190476
SRR1352659	Skin	34.5821	14.1151	0.204081
SRR1334694	Heart	9.07073	3.48874	0.192308
SRR1358665	Esophagus	17.3361	6.93445	0.2
SRR660188	Skin	51.8631	21.3308	0.205645
SRR658445	Lung	30.5359	12.4406	0.203704
SRR808272	Skin	17.1263	6.8505	0.199999
SRR1499156	Testis	10.3595	4.02869	0.194444
SRR1338450	Bone Marrow	30.1975	12.3027	0.203704
SRR1446546	Lung	29.4926	12.0155	0.203704
SRR1080072	Skin	68.4985	28.2928	0.206521
SRR1070358	Lung	31.6658	12.9248	0.204081
SRR1085951	Adrenal Gland	16.766	6.7064	0.2
SRR1326687	Heart	8.87336	3.41283	0.192308
SRR1399113	Prostate	24.1389	9.78603	0.202702
SRR1346838	Stomach	5.40577	1.96573	0.181818
SRR1078258	Breast	16.4846	6.59385	0.2
SRR1466133	Blood Vessel	22.306	9.0286	0.202381
SRR1355769	Esophagus	33.0992	13.5406	0.204546
SRR1429162	Brain	0.696496	0	0
SRR1402027	Colon	16.2323	6.4929	0.199999
SRR1313831	Blood Vessel	24.8782	10.1068	0.203126
SRR1327473	Blood Vessel	23.1985	9.40479	0.202703
SRR1320712	Blood Vessel	26.044	10.5942	0.20339
SRR814727	Skin	16.1972	6.47887	0.2
SRR1380806	Liver	3.4377	1.1459	0.166667
SRR1488067	Skin	80.187	33.2267	0.207183
SRR1362081	Adipose Tissue	15.9932	6.39729	0.2
SRR1478131	Ovary	15.8121	6.32486	0.200001
SRR1378243	Heart	15.8056	6.32223	0.2
SRR614888	Nerve	15.8051	6.32202	0.199999
SRR1443544	Ovary	19.886	8.03089	0.201923
SRR1081283	Lung	33.5599	13.7541	0.204919
SRR1370216	Lung	15.7114	6.28454	0.199999
SRR815944	Vagina	21.1556	8.563	0.202381
SRR1455698	Brain	3.41166	1.13722	0.166667
SRR603596	Brain	0.694244	0	0
SRR818294	Blood	86.6093	35.9762	0.207692
SRR1324250	Lung	30.0794	12.3052	0.204545
SRR1370423	Lung	36.1233	14.8363	0.205356
SRR1359027	Small Intestine	8.50358	3.27061	0.192308
SRR1446393	Heart	23.1075	9.38741	0.203125
SRR1098146	Stomach	23.0089	9.34736	0.203125
SRR1466770	Colon	15.3492	6.13967	0.2
SRR1069991	Colon	6.61138	2.47927	0.1875
SRR1500405	Brain	0.692762	0	0
SRR613018	Thyroid	15.0185	6.00741	0.2
SRR1338301	Brain	0.691887	0	0
SRR1307808	Pancreas	6.5198	2.44493	0.1875
SRR1457197	Thyroid	14.8618	5.9447	0.199999
SRR1402794	Muscle	3.36245	1.12082	0.166667
SRR1392701	Blood	96.6169	40.257	0.208333
SRR657420	Thyroid	18.2492	7.36989	0.201924
SRR1380208	Adipose Tissue	25.0458	10.2228	0.204082
SRR656445	Blood	36.2159	14.9124	0.205882
SRR1434009	Lung	27.1285	11.098	0.204545
SRR660764	Adipose Tissue	6.47384	2.42769	0.1875
SRR1092329	Adrenal Gland	35.8269	14.7522	0.205882
SRR1406685	Lung	44.3777	18.3428	0.206667
SRR1397030	Vagina	23.2125	9.45694	0.203704
SRR1104987	Esophagus	14.5713	5.82853	0.2
SRR1469258	Nerve	21.2076	8.6156	0.203125
SRR1098288	Heart	23.1351	9.42543	0.203704
SRR1327811	Brain	3.34462	1.11487	0.166666
SRR1448226	Brain	0.69029	0	0
SRR1072412	Esophagus	14.4122	5.76488	0.2
SRR1353418	Prostate	14.3934	5.75734	0.199999
SRR1385150	Esophagus	9.27233	3.60591	0.194445
SRR1467544	Colon	14.3662	5.74646	0.199999
SRR812036	Blood Vessel	19.4315	7.87765	0.202703
SRR1317218	Thyroid	20.4827	8.3211	0.203125
SRR1334960	Brain	0.689145	0	0
SRR1397649	Thyroid	25.1825	10.3019	0.204545
SRR1324349	Blood Vessel	27.6607	11.348	0.205129
SRR1361345	Lung	9.08797	3.53421	0.194444
SRR1432958	Salivary Gland	21.6857	8.8349	0.203703
SRR1096315	Uterus	21.6457	8.81862	0.203704
SRR1085039	Spleen	21.5134	8.76474	0.203704
SRR1339236	Breast	13.8093	5.52373	0.2
SRR1070665	Esophagus	26.7782	10.9859	0.205128
SRR659507	Muscle	3.29901	1.09967	0.166667
SRR1418243	Nerve	6.28245	2.35592	0.1875
SRR1329885	Brain	7.91511	3.04427	0.192307
SRR1326205	Adipose Tissue	13.6247	5.4499	0.200001
SRR809444	Muscle	1.68958	0.422396	0.125
SRR657372	Thyroid	30.1139	12.3998	0.205882
SRR1499785	Brain	0.68658	0	0
SRR1465040	Adrenal Gland	34.6229	14.3007	0.206521
SRR1470682	Thyroid	23.3815	9.56515	0.204545
SRR1121009	Uterus	7.83576	3.01376	0.192308
SRR1487746	Muscle	0.685894	0	0
SRR1340641	Heart	13.3683	5.34731	0.2
SRR1385389	Adipose Tissue	13.2972	5.31887	0.2
SRR1375179	Esophagus	13.2017	5.28066	0.199999
SRR1084007	Blood	79.3047	33.1732	0.20915
SRR1459441	Brain	3.25858	1.08619	0.166666
SRR1335296	Thyroid	34.806	14.4025	0.206897
SRR1094216	Skin	24.0956	9.88536	0.205128
SRR1486520	Adipose Tissue	23.9844	9.83975	0.205128
SRR2165764	Skin	26.2049	10.7786	0.20566
SRR1453747	Colon	6.09779	2.28667	0.1875
SRR1318753	Nerve	12.8803	5.15211	0.2
SRR1456075	Blood Vessel	23.7246	9.73315	0.205128
SRR1374778	Thyroid	12.829	5.13158	0.199999
SRR1400054	Blood	40.387	16.7761	0.207692
SRR1086844	Heart	1.67325	0.418313	0.125
SRR1364641	Stomach	3.23393	1.07798	0.166667
SRR807703	Esophagus	21.3225	8.72285	0.204546
SRR1319690	Spleen	21.2611	8.6977	0.204545
SRR1409510	Blood	41.5119	17.2578	0.207866
SRR1468574	Brain	6.02967	2.26113	0.1875
SRR1443654	Esophagus	12.5283	5.0113	0.199999
SRR1347707	Esophagus	18.458	7.51993	0.203704
SRR1407624	Skin	57.6003	24.0874	0.209091
SRR1318118	Lung	20.4388	8.36134	0.204546
SRR1074385	Pancreas	7.47374	2.87452	0.192308
SRR1420413	Colon	25.0834	10.3285	0.205883
SRR1310712	Skin	22.1611	9.09172	0.205128
SRR1333395	Adipose Tissue	12.298	4.91922	0.200001
SRR1384186	Esophagus	18.8123	7.67849	0.204082
SRR1453416	Muscle	3.19618	1.06539	0.166666
SRR655531	Adipose Tissue	42.0588	17.5245	0.208333
SRR1376406	Skin	51.1504	21.3763	0.208955
SRR1469815	Esophagus	21.5395	8.83671	0.205128
SRR1476102	Adipose Tissue	19.7941	8.09758	0.204545
SRR606982	Skin	15.779	6.39689	0.202703
SRR1078489	Adipose Tissue	17.7051	7.2132	0.203704
SRR1089998	Esophagus	33.3058	13.8251	0.207548
SRR613687	Nerve	12.1303	4.8521	0.199999
SRR1418064	Blood Vessel	31.297	12.9768	0.207317
SRR1358391	Salivary Gland	12.0821	4.83286	0.200001
SRR810225	Muscle	1.65604	0.414009	0.125
SRR1348138	Nerve	19.3851	7.93025	0.204545
SRR1391511	Breast	23.4782	9.66748	0.205882
SRR1468613	Heart	8.18463	3.18291	0.194444
SRR1454480	Salivary Gland	11.9353	4.77412	0.2
SRR1090310	Esophagus	11.9322	4.77287	0.2
SRR603776	Lung	38.4832	16.0347	0.208334
SRR1400121	Esophagus	11.9217	4.76869	0.2
SRR1310645	Nerve	17.1754	6.9974	0.203704
SRR1392141	Esophagus	19.0902	7.80962	0.204545
SRR1088934	Esophagus	17.1512	6.98753	0.203704
SRR1344422	Muscle	5.81605	2.18102	0.1875
SRR1090907	Blood	45.1576	18.8841	0.209091
SRR614419	Adipose Tissue	36.3845	15.1602	0.208333
SRR1333990	Skin	22.4461	9.2425	0.205882
SRR657659	Lung	30.7312	12.7613	0.207628
SRR1314851	Heart	7.18777	2.76453	0.192308
SRR1326270	Adipose Tissue	11.6144	4.64578	0.200001
SRR654754	Thyroid	35.174	14.6558	0.208333
SRR1325247	Heart	11.5726	4.62906	0.200001
SRR615587	Skin	11.5608	4.62433	0.2
SRR613066	Lung	18.2118	7.45027	0.204545
SRR600445	Brain	3.13945	1.04648	0.166666
SRR1084323	Pancreas	11.5237	4.60949	0.2
SRR1096736	Blood Vessel	18.116	7.41107	0.204545
SRR598196	Brain	7.11799	2.73769	0.192308
SRR1432408	Esophagus	21.4994	8.8527	0.205882
SRR1434910	Thyroid	16.1945	6.59776	0.203704
SRR1353097	Pituitary	17.746	7.25973	0.204546
SRR1388913	Thyroid	23.4031	9.66649	0.206522
SRR1366345	Esophagus	21.147	8.7076	0.205883
SRR1380460	Breast	21.1394	8.70445	0.205882
SRR1326408	Pituitary	11.3003	4.52011	0.2
SRR1436468	Salivary Gland	15.9115	6.48246	0.203704
SRR1362159	Skin	11.2759	4.51038	0.200001
SRR1331684	Blood	27.5093	11.419	0.207548
SRR1401446	Heart	7.82786	3.04417	0.194445
SRR819690	Thyroid	15.7903	6.43309	0.203704
SRR1498416	Breast	17.3739	7.10752	0.204546
SRR1439697	Colon	11.2045	4.48179	0.2
SRR1470534	Adipose Tissue	17.2536	7.05828	0.204545
SRR1310008	Brain	6.97662	2.68332	0.192308
SRR1383808	Skin	11.1389	4.45555	0.2
SRR1473232	Colon	23.9276	9.90106	0.206896
SRR1387966	Muscle	0.674237	0	0
SRR1069539	Spleen	17.127	7.00649	0.204545
SRR1436004	Skin	5.63488	2.11308	0.1875
SRR1086752	Esophagus	11.0595	4.42381	0.2
SRR1457895	Blood	90.4069	38.2292	0.211429
SRR1096616	Skin	87.7126	37.0817	0.211382
SRR809161	Adipose Tissue	16.8696	6.90121	0.204546
SRR1391724	Lung	16.8068	6.8755	0.204545
SRR1073581	Adipose Tissue	16.7812	6.86504	0.204546
SRR1076916	Blood Vessel	16.777	6.86333	0.204546
SRR820938	Nerve	21.7152	8.96931	0.206521
SRR1456903	Brain	0.673003	0	0
SRR1402285	Adipose Tissue	15.1748	6.18233	0.203704
SRR1445387	Esophagus	29.3425	12.226	0.208333
SRR1480038	Muscle	3.07964	1.02655	0.166667
SRR1122940	Bone Marrow	34.4407	14.4025	0.209091
SRR1309856	Heart	10.8121	4.32484	0.2
SRR663392	Thyroid	10.7896	4.31582	0.199999
SRR1071105	Salivary Gland	16.0311	6.55818	0.204546
SRR1331198	Adrenal Gland	32.4912	13.5872	0.20909
SRR1429603	Adipose Tissue	10.5884	4.23535	0.2
SRR1413916	Nerve	14.5723	5.93688	0.203704
SRR1442422	Adipose Tissue	5.49534	2.06075	0.1875
SRR811145	Heart	4.51139	1.6405	0.181818
SRR1366873	Adrenal Gland	46.8755	19.7371	0.210527
SRR1362532	Brain	3.04969	1.01656	0.166666
SRR1338627	Brain	10.498	4.1992	0.2
SRR1416933	Bone Marrow	31.3842	13.1243	0.209091
SRR1457949	Vagina	14.3874	5.86152	0.203703
SRR613711	Thyroid	14.3609	5.85073	0.203703
SRR1441505	Testis	3.04389	1.01463	0.166667
SRR1358689	Brain	0.669817	0	0
SRR1466728	Stomach	15.574	6.37117	0.204545
SRR1069400	Spleen	20.8365	8.622	0.206897
SRR663380	Thyroid	18.1405	7.46962	0.205882
SRR1432186	Adipose Tissue	26.2608	10.942	0.208333
SRR1444523	Colon	10.3719	4.14877	0.2
SRR807901	Heart	4.47469	1.62716	0.181818
SRR1086212	Ovary	15.4436	6.31783	0.204545
SRR1410510	Skin	10.3125	4.12499	0.2
SRR1312002	Prostate	15.3178	6.26639	0.204546
SRR1328715	Salivary Gland	17.8368	7.34456	0.205882
SRR1488770	Prostate	31.0513	12.9982	0.209302
SRR1073317	Skin	59.2701	25.0758	0.211538
SRR1443871	Skin	50.2086	21.1992	0.211111
SRR614527	Blood	10.2322	4.09287	0.2
SRR1329334	Brain	5.40105	2.02539	0.1875
SRR1347959	Pancreas	6.58724	2.53356	0.192308
SRR1472259	Colon	10.1829	4.07316	0.2
SRR662570	Brain	0.667847	0	0
SRR812177	Blood	36.4197	15.3068	0.210145
SRR1480153	Stomach	6.55537	2.5213	0.192308
SRR1093053	Blood Vessel	24.3918	10.1632	0.208332
SRR1317808	Brain	0.666721	0	0
SRR1417851	Esophagus	33.317	13.9931	0.209999
SRR1082883	Adipose Tissue	19.2894	7.98182	0.206897
SRR2184904	Blood Vessel	22.5054	9.36065	0.207965
SRR1442149	Heart	9.9596	3.98384	0.2
SRR1408529	Muscle	9.95723	3.98289	0.2
SRR1351931	Heart	2.99488	0.998293	0.166667
SRR1318503	Pancreas	5.31736	1.99401	0.1875
SRR1069826	Skin	56.9951	24.1504	0.211864
SRR1092567	Thyroid	5.31303	1.99239	0.1875
SRR1392835	Blood Vessel	36.7245	15.463	0.210527
SRR1470193	Adipose Tissue	14.4029	5.89208	0.204545
SRR1312725	Heart	5.28279	1.98104	0.187499
SRR608542	Lung	32.5383	13.6755	0.210145
SRR807877	Heart	13.1052	5.33916	0.203704
SRR1469036	Bone Marrow	38.8352	16.3836	0.210938
SRR1409193	Lung	34.9218	14.7039	0.210526
SRR1499442	Brain	0.664839	0	0
SRR1414290	Lung	22.6898	9.45407	0.208333
SRR1485631	Adipose Tissue	34.6763	14.6006	0.210527
SRR1101256	Skin	69.2152	29.4363	0.212643
SRR1374757	Skin	41.3888	17.4882	0.211267
SRR1341721	Colon	12.929	5.26736	0.203703
SRR819394	Blood	96.2523	41.0555	0.21327
SRR601445	Lung	12.8564	5.23779	0.203704
SRR1454265	Thyroid	22.0417	9.18404	0.208333
SRR1100370	Blood Vessel	27.7696	11.6453	0.209677
SRR813728	Heart	12.6997	5.17393	0.203703
SRR1073119	Lung	15.6705	6.45255	0.205882
SRR1315291	Esophagus	9.51534	3.80614	0.2
SRR1092160	Adrenal Gland	31.4266	13.2323	0.210527
SRR1443308	Salivary Gland	5.16916	1.93843	0.1875
SRR1437622	Adipose Tissue	15.4829	6.37532	0.205883
SRR1455861	Breast	15.4135	6.34675	0.205883
SRR1090431	Colon	9.41104	3.76442	0.2
SRR1080196	Skin	43.4819	18.4245	0.211864
SRR1490228	Skin	20.8917	8.70489	0.208334
SRR1349209	Muscle	5.14616	1.92981	0.1875
SRR1444063	Lung	35.0002	14.7779	0.211112
SRR1466752	Blood Vessel	42.8293	18.148	0.211864
SRR1327994	Blood	58.5035	24.8951	0.212766
SRR1376316	Lung	33.0916	13.9605	0.210937
SRR1387308	Testis	5.13061	1.92398	0.1875
SRR1395810	Skin	59.1669	25.1899	0.212872
SRR820292	Brain	2.92633	0.975442	0.166666
SRR1091428	Esophagus	9.29419	3.71768	0.2
SRR1443955	Brain	5.11133	1.91675	0.1875
SRR1378131	Heart	9.27258	3.70903	0.2
SRR1343053	Testis	2.92281	0.974268	0.166666
SRR1092136	Stomach	9.25019	3.70008	0.2
SRR1407291	Esophagus	41.3998	17.5499	0.211956
SRR1348202	Testis	4.23682	1.54066	0.181818
SRR1331793	Skin	36.6185	15.4924	0.211538
SRR1077429	Prostate	14.9057	6.13764	0.205882
SRR1409215	Skin	70.2595	29.9888	0.213415
SRR1418667	Blood Vessel	24.6414	10.3335	0.209678
